sample_index,utc_time,utc_datetime,elapsed_min,elapsed_h,dt_s,session_id,trial_id,split,episode_number,step_number,ph_measured,acid_flow,acetate_flow,water_flow,total_flow,valid_for_model,uninformative_flat_ph_trial,total_buffer_mol_l,ph_equilibrium_charge_balance,cumulative_transport_volume_ml,transport_delayed_volume_coordinate_ml,theta_transport_s,ph_equilibrium_transport_delayed,prediction_equilibrium_baseline,residual_equilibrium_baseline,prediction_static_calibrated,residual_static_calibrated,prediction_transport_delay_calibrated,residual_transport_delay_calibrated,prediction_transport_delay_dynamic,residual_transport_delay_dynamic
427,2026-05-14T16:39:29.831Z,2026-05-14 16:39:29.831000+00:00,4133.367066666667,68.88945111111111,69.612,4,17,train,1,8,4.2878828048706055,7.530465126037598,5.418348312,8.246042251586914,21.19485568962451,True,False,0.06109413353720739,4.617749392330741,134.84906879265375,134.38179807408676,1.3227852798140902,4.6340528903691265,4.617749392330741,-0.32986658746013564,4.217898388299382,0.06998441657122356,4.2270873150148685,0.06079548985573702,4.23007977251293,0.05780303235767548
428,2026-05-14T16:40:39.613Z,2026-05-14 16:40:39.613000+00:00,4134.5301,68.908835,69.782,4,17,train,1,9,4.057416915893555,4.415274620056152,1.9086229801177976,4.258406639099121,10.582304239273071,True,False,0.05975917396803512,4.397143612156165,159.49939245487673,159.03212173630973,2.649351453152429,4.40132540801551,4.397143612156165,-0.33972669626261,4.035273752145296,0.02214316374825831,4.0284183982270685,0.0289985176664862,4.030122748517578,0.027294167375976564
429,2026-05-14T16:41:49.706Z,2026-05-14 16:41:49.706000+00:00,4135.698316666667,68.92830527777778,70.093,4,18,train,2,0,4.046389579772949,7.560497760772705,3.101325750350952,8.667284965515137,19.329108476638794,True,False,0.055159416814332445,4.374606846677111,0.0,-0.46727071856698704,1.4504674723049897,,4.374606846677111,-0.3282172669041614,4.016617085069551,0.0297724947033986,,,,
430,2026-05-14T16:42:59.811Z,2026-05-14 16:42:59.811000+00:00,4136.866733333333,68.94777888888889,70.105,4,18,train,2,1,4.505117416381836,4.129807949066162,6.361728191375732,3.069538354873657,13.561074495315552,True,False,0.0773650800610676,4.947910406244732,22.584452495912714,22.117181777345728,2.06740572981174,4.936048796303794,4.947910406244732,-0.4427929898628964,4.4912164083013595,0.013901008080476451,4.484887549433372,0.020229866948463737,4.484887549433372,0.020229866948463737
431,2026-05-14T16:44:09.815Z,2026-05-14 16:44:09.815000+00:00,4138.033466666667,68.96722444444444,70.004,4,18,train,2,2,4.192498207092285,9.582213401794434,5.372310161590576,5.394876003265381,20.34939956665039,True,False,0.07348877058708517,4.509489340417386,38.40661014541388,37.93933942684689,1.3777430150797378,4.522437089454036,4.509489340417386,-0.316991133325101,4.128277198070127,0.064221009022158,4.131805958296924,0.060692248795360726,4.134745070043401,0.057753137048884184
432,2026-05-14T16:45:19.672Z,2026-05-14 16:45:19.672000+00:00,4139.19775,68.98662916666667,69.857,4,18,train,2,3,4.1500444412231445,5.167928218841553,3.1343605518341064,6.846477985,15.14876675567566,True,False,0.05480504720006407,4.543796252556861,62.09907690420549,61.6318061856385,1.850727756668055,4.543119640212084,4.543796252556861,-0.3937518113337166,4.156677575168514,-0.006633133945369352,4.149461715640042,0.0005827255831025724,4.149337973708977,0.0007064675141679189
433,2026-05-14T16:46:29.737Z,2026-05-14 16:46:29.737000+00:00,4140.3655,69.00609166666666,70.065,4,18,train,2,4,5.025596618652344,1.1132562160491943,9.733211517333984,3.3749003410339355,14.221368074417114,True,False,0.07626880674648272,5.70178358632,79.78904928314574,79.32177856457875,1.9714167418571882,5.671195999072937,5.70178358632,-0.6761869676676566,5.1152971332425645,-0.08970051459022077,5.112449438457764,-0.08685281980542037,5.104465716469215,-0.07886909781687113
434,2026-05-14T16:47:39.835Z,2026-05-14 16:47:39.835000+00:00,4141.5338,69.02556333333334,70.098,4,18,train,2,5,3.586008071899414,9.867508888244627,1.136433243751526,8.351887702941895,19.35582983493805,True,False,0.05685078979219788,3.833312908015885,96.40387360448726,95.93660288592027,1.4484650543585933,3.8858612599928035,3.833312908015885,-0.24730483611647092,3.5685163665743653,0.017491705325048734,3.588389988625594,-0.0023819167261800445,3.6009291760223037,-0.014921104122889606
435,2026-05-14T16:48:49.585Z,2026-05-14 16:48:49.585000+00:00,4142.6963,69.04493833333332,69.75,4,18,train,2,6,4.057416915893555,2.231187582015991,1.4076043367385864,4.027916908,7.6667088267545775,True,False,0.0474622422864979,4.561004263649655,118.90502578760274,118.43775506903575,3.656881166033189,4.545892643592388,4.561004263649655,-0.5035873477560999,4.170922926139236,-0.11350601024568174,4.151828903099995,-0.09441198720644017,4.147162746170801,-0.0897458302772467
436,2026-05-14T16:49:59.628Z,2026-05-14 16:49:59.628000+00:00,4143.863683333333,69.06439472222222,70.043,4,18,train,2,7,4.459905624389648,5.994959831237793,8.221460342407227,4.029926776885986,18.246346950531006,True,False,0.07791378850894476,4.897452121068807,127.85501389347559,127.38774317490859,1.5365400641580649,4.87988648520015,4.897452121068807,-0.43754649667915846,4.4494453995638725,0.01046022482577591,4.436944326748968,0.022961297640680556,4.434538561765082,0.025367062624566117
437,2026-05-14T16:51:09.758Z,2026-05-14 16:51:09.758000+00:00,4145.032516666667,69.08387527777778,70.13,4,18,train,2,8,4.194152832,8.857570648,5.294661045074463,7.873991489,22.02622318207446,True,False,0.0642517401920813,4.537360922502143,149.18195242082123,148.71468170225424,1.2728574881977897,4.5452504783747845,4.537360922502143,-0.3432080905021424,4.151350199753217,0.042802632246782935,4.151280715722683,0.04287211627731757,4.153618367400537,0.04053446459946297
438,2026-05-14T16:52:19.842Z,2026-05-14 16:52:19.842000+00:00,4146.200583333333,69.10334305555556,70.084,4,18,train,2,9,4.080574035644531,8.736639976501465,3.9861936569213863,1.797316074371338,14.52014970779419,True,False,0.08762191774505902,4.4200893023928,174.910049512363,174.442778793796,1.9308508299311682,4.422219175970353,4.4200893023928,-0.3395152667482684,4.054268940428457,0.026305095216073937,4.0462544621299,0.03431957351463133,4.047143300319936,0.03343073532459506
